epoch,phase,loss,acc,spec,sens,gmean,mcc,auc,thr_opt,key,key_name,val_thr
1,train,0.34450966248684695,,,,,,,,,,
1,val,0.32373078388084503,0.8833671399594321,1.0,0.0,0.0,0.0,0.8740877552039136,0.5,0.0,mcc,0.5
2,train,0.4147618237622246,,,,,,,,,,
2,val,0.36417667454384406,0.8833671399594321,1.0,0.0,0.0,0.0,0.847646383467279,0.5,0.0,mcc,0.5
3,train,0.38924697433302796,,,,,,,,,,
3,val,0.3639458579901024,0.8833671399594321,1.0,0.0,0.0,0.0,0.7845904257974342,0.5,0.0,mcc,0.5
4,train,0.38156246899269286,,,,,,,,,,
4,val,0.35451644057555326,0.8833671399594321,1.0,0.0,0.0,0.0,0.7835870813158289,0.5,0.0,mcc,0.5
5,train,0.36462612190775145,,,,,,,,,,
5,val,0.3660489461001228,0.8833671399594321,1.0,0.0,0.0,0.0,0.7884390755253832,0.5,0.0,mcc,0.5
6,train,0.34531418924276874,,,,,,,,,,
6,val,0.32800302039416274,0.8945233265720081,0.9965556831228473,0.12173913043478261,0.3483099514702619,0.2917006202551557,0.8050866070982878,0.5,0.2917006202551557,mcc,0.5
7,train,0.3279929855317834,,,,,,,,,,
7,val,0.3439957891604117,0.8935091277890467,0.9977037887485649,0.10434782608695652,0.32265805651592344,0.2768730779031091,0.84117206609095,0.5,0.2768730779031091,mcc,0.5
8,train,0.30733696594154486,,,,,,,,,,
8,val,0.300577902996395,0.9016227180527383,0.9931113662456946,0.20869565217391303,0.45525599859855886,0.37714181795243024,0.8612289721958769,0.5,0.37714181795243024,mcc,0.5
9,train,0.290079706864971,,,,,,,,,,
9,val,0.2886954924624421,0.9137931034482759,0.9931113662456946,0.3130434782608696,0.5575724494538415,0.4866183606435469,0.8857435231867419,0.5,0.4866183606435469,mcc,0.5
10,train,0.2694112593336418,,,,,,,,,,
10,val,0.29754813821725623,0.90973630831643,0.9988518943742825,0.23478260869565218,0.48426547828829186,0.45147448068744384,0.8959267209104977,0.5,0.45147448068744384,mcc,0.5
11,train,0.2678108963260541,,,,,,,,,,
11,val,0.26214215245558814,0.9239350912778904,0.983926521239954,0.46956521739130436,0.679718817484928,0.5744491359642815,0.9013527679329107,0.5,0.5744491359642815,mcc,0.5
12,train,0.25880031135334847,,,,,,,,,,
12,val,0.2623510531793985,0.922920892494929,0.9724454649827784,0.5478260869565217,0.7298842331905319,0.5887739751244149,0.909279688513952,0.5,0.5887739751244149,mcc,0.5
13,train,0.2554937534628486,,,,,,,,,,
13,val,0.3042696061530897,0.9219066937119675,0.9931113662456946,0.3826086956521739,0.6164195360925979,0.549666736823097,0.9096390954924375,0.5,0.549666736823097,mcc,0.5
14,train,0.25670682297702896,,,,,,,,,,
14,val,0.26967036804943734,0.9269776876267748,0.9770378874856487,0.5478260869565217,0.7316056606598457,0.6067668436830352,0.9095891778565368,0.5,0.6067668436830352,mcc,0.5
15,train,0.24341796966783902,,,,,,,,,,
15,val,0.25913917138779624,0.9269776876267748,0.9908151549942594,0.4434782608695652,0.6628762944773805,0.5877266312522073,0.9123096890131284,0.5,0.5877266312522073,mcc,0.5
16,train,0.234260909518667,,,,,,,,,,
16,val,0.2779505208708935,0.922920892494929,0.9586681974741676,0.6521739130434783,0.7907075247252083,0.6203280946310954,0.9116857185643689,0.5,0.6203280946310954,mcc,0.5
17,train,0.23132935814854058,,,,,,,,,,
17,val,0.24221392838817096,0.9290060851926978,0.981630309988519,0.5304347826086957,0.7215891213709271,0.6125701984278997,0.9160435281785055,0.5,0.6125701984278997,mcc,0.5
18,train,0.2268386688177833,,,,,,,,,,
