epoch,phase,loss,acc,spec,sens,gmean,mcc,auc,thr_opt,key,key_name,val_thr
1,train,0.3140691603184874,,,,,,,,,,
1,val,0.2497724318540604,0.9066937119675457,0.9586681974741676,0.5130434782608696,0.7013119609205487,0.5131377540387566,0.8667199121449609,0.5,0.5131377540387566,mcc,0.5
2,train,0.3835663325850445,,,,,,,,,,
2,val,0.36646816317316966,0.8833671399594321,1.0,0.0,0.0,0.0,0.5409025108570858,0.5,0.0,mcc,0.5
3,train,0.35673661752100044,,,,,,,,,,
3,val,0.36193269284151147,0.8833671399594321,1.0,0.0,0.0,0.0,0.6262167423750811,0.5,0.0,mcc,0.5
4,train,0.35049350689133507,,,,,,,,,,
4,val,0.334569506604096,0.8833671399594321,1.0,0.0,0.0,0.0,0.7511256426895622,0.5,0.0,mcc,0.5
5,train,0.32807679210977403,,,,,,,,,,
5,val,0.3475760891504631,0.8874239350912779,0.9965556831228473,0.06086956521739131,0.24629232863937947,0.18396532450489086,0.5814705735536365,0.5,0.18396532450489086,mcc,0.5
6,train,0.30853603634229176,,,,,,,,,,
6,val,0.30115158506810785,0.8904665314401623,0.9804822043628014,0.20869565217391303,0.45235204551810165,0.3041728629564911,0.7854689761892876,0.5,0.3041728629564911,mcc,0.5
7,train,0.2779461286204133,,,,,,,,,,
7,val,0.30402563454896875,0.8975659229208925,0.9896670493685419,0.2,0.44489707784352595,0.34355850888493394,0.7858533419857235,0.5,0.34355850888493394,mcc,0.5
8,train,0.2609263976488858,,,,,,,,,,
8,val,0.27373916941409665,0.9046653144016227,0.9862227324913893,0.28695652173913044,0.5319803050638153,0.42015026728710037,0.8419807317925423,0.5,0.42015026728710037,mcc,0.5
9,train,0.2433297708907535,,,,,,,,,,
9,val,0.2383753762223416,0.9188640973630832,0.981630309988519,0.4434782608695652,0.6597967131553177,0.5422039807452895,0.8731343283582089,0.5,0.5422039807452895,mcc,0.5
10,train,0.23241891652275154,,,,,,,,,,
10,val,0.281120672565082,0.9117647058823529,0.9988518943742825,0.25217391304347825,0.5018808531466944,0.4691230766100676,0.8833724354814556,0.5,0.4691230766100676,mcc,0.5
11,train,0.2145612636564067,,,,,,,,,,
11,val,0.23968580020610508,0.9219066937119675,0.9873708381171068,0.4260869565217391,0.6486184050515655,0.5551470839933573,0.815224878949733,0.5,0.5551470839933573,mcc,0.5
12,train,0.21809057696732204,,,,,,,,,,
12,val,0.2190087411786915,0.9249492900608519,0.9862227324913893,0.4608695652173913,0.6741810157003935,0.5783206400324873,0.9000299505815404,0.5,0.5783206400324873,mcc,0.5
13,train,0.20767509799429235,,,,,,,,,,
13,val,0.22849540447185296,0.9290060851926978,0.981630309988519,0.5304347826086957,0.7215891213709271,0.6125701984278997,0.892682074576948,0.5,0.6125701984278997,mcc,0.5
14,train,0.21290270494433744,,,,,,,,,,
14,val,0.21432755719756982,0.9290060851926978,0.9770378874856487,0.5652173913043478,0.7431277184778867,0.6201402611983559,0.9069734937353366,0.5,0.6201402611983559,mcc,0.5
15,train,0.20381941481412524,,,,,,,,,,
15,val,0.22437930803813994,0.9259634888438134,0.9712973593570609,0.5826086956521739,0.7522541376592209,0.6112676851117367,0.9111216492786902,0.5,0.6112676851117367,mcc,0.5
16,train,0.20198756625580602,,,,,,,,,,
16,val,0.24761235336140253,0.9188640973630832,0.9506314580941446,0.6782608695652174,0.802979526141847,0.6152244054728645,0.9133130334947337,0.5,0.6152244054728645,mcc,0.5
17,train,0.19948493310474752,,,,,,,,,,
17,val,0.20817702413209796,0.9290060851926978,0.9873708381171068,0.48695652173913045,0.6934022418453494,0.6049799988067318,0.9180402336145361,0.5,0.6049799988067318,mcc,0.5
18,train,0.19168251261603556,,,,,,,,,,
18,val,0.20983797967675732,0.9320486815415822,0.9724454649827784,0.6260869565217392,0.7802790664591965,0.64805976388086,0.9146707931912345,0.5,0.64805976388086,mcc,0.5
19,train,0.18967015541216214,,,,,,,,,,
19,val,0.2186103058151493,0.9269776876267748,0.9712973593570609,0.591304347826087,0.7578471822338771,0.6178625032769246,0.9123096890131284,0.5,0.6178625032769246,mcc,0.5
20,train,0.19383062190121594,,,,,,,,,,
20,val,0.2480019140104493,0.920892494929006,0.9506314580941446,0.6956521739130435,0.8132089770860366,0.6278027317089108,0.9209803823690911,0.5,0.6278027317089108,mcc,0.5
21,train,0.18062224954960918,,,,,,,,,,
21,val,0.20890279337159276,0.9290060851926978,0.9735935706084959,0.591304347826087,0.7587424538776831,0.6264634794735064,0.9151949283681925,0.5,0.6264634794735064,mcc,0.5
22,train,0.1893615939022722,,,,,,,,,,
22,val,0.21477504666992908,0.9310344827586207,0.9747416762342136,0.6,0.7647515974095955,0.6373800620294133,0.9173763290570559,0.5,0.6373800620294133,mcc,0.5
23,train,0.17498721026737732,,,,,,,,,,
23,val,0.21847314793336947,0.934077079107505,0.9758897818599311,0.6173913043478261,0.7762125129899791,0.65472033191756,0.9216492786901612,0.5,0.65472033191756,mcc,0.5
24,train,0.17260173376021393,,,,,,,,,,
24,val,0.20730089446866004,0.9320486815415822,0.9850746268656716,0.5304347826086957,0.7228539586630446,0.6280313385429664,0.9127240053911048,0.5,0.6280313385429664,mcc,0.5
25,train,0.17270628567854268,,,,,,,,,,
25,val,0.2151860390878594,0.9188640973630832,0.9483352468427095,0.6956521739130435,0.8122262468453563,0.6212677352369558,0.92352119003644,0.5,0.6212677352369558,mcc,0.5
26,train,0.16800570929370728,,,,,,,,,,
26,val,0.22641418171143557,0.936105476673428,0.9827784156142365,0.5826086956521739,0.7566870230393279,0.6572230101820609,0.8675335696101433,0.5,0.6572230101820609,mcc,0.5
27,train,0.17292696189723253,,,,,,,,,,
27,val,0.21072148241510738,0.9310344827586207,0.9632606199770379,0.6869565217391305,0.8134606106184271,0.6603145946756331,0.9090550591523985,0.5,0.6603145946756331,mcc,0.5
28,train,0.17629635321928785,,,,,,,,,,
28,val,0.21237494695636974,0.934077079107505,0.9793340987370838,0.591304347826087,0.7609760249558326,0.6491552086106825,0.9189786851694705,0.5,0.6491552086106825,mcc,0.5
29,train,0.16952535680275826,,,,,,,,,,
29,val,0.20400024931613378,0.934077079107505,0.9678530424799081,0.6782608695652174,0.810220245491165,0.6695342855424956,0.9207807118254879,0.5,0.6695342855424956,mcc,0.5
30,train,0.16370465389152924,,,,,,,,,,
30,val,0.21414607737598748,0.9290060851926978,0.965556831228473,0.6521739130434783,0.7935433049860194,0.6427981386692605,0.9277042879249238,0.5,0.6427981386692605,mcc,0.5
31,train,0.16416467829466108,,,,,,,,,,
31,val,0.2037960786228852,0.9381338742393509,0.9724454649827784,0.6782608695652174,0.8121402013716421,0.6858305297840728,0.9160335446513252,0.5,0.6858305297840728,mcc,0.5
32,train,0.16025118219964243,,,,,,,,,,
32,val,0.1960650696882007,0.934077079107505,0.9724454649827784,0.6434782608695652,0.7910420447723457,0.6607929650076385,0.9298307792142964,0.5,0.6607929650076385,mcc,0.5
33,train,0.16573549222909909,,,,,,,,,,
33,val,0.2203812893691641,0.936105476673428,0.9712973593570609,0.6695652173913044,0.8064409014735737,0.6754554200481635,0.9127988818449558,0.5,0.6754554200481635,mcc,0.5
34,train,0.1583756484788751,,,,,,,,,,
34,val,0.21223835536783173,0.9259634888438134,0.9552238805970149,0.7043478260869566,0.8202498788325749,0.6475457335493341,0.9312035142015673,0.5,0.6475457335493341,mcc,0.5
35,train,0.15256347295983333,,,,,,,,,,
35,val,0.2015362885038219,0.9249492900608519,0.9552238805970149,0.6956521739130435,0.8151708833802682,0.641317753437632,0.9330354914391255,0.5,0.641317753437632,mcc,0.5
36,train,0.1540501071829456,,,,,,,,,,
36,val,0.190209152724813,0.9371196754563894,0.981630309988519,0.6,0.7674491422844326,0.6651707903370159,0.9308391154594917,0.5,0.6651707903370159,mcc,0.5
37,train,0.16168001175667032,,,,,,,,,,
37,val,0.19887722460042995,0.9411764705882353,0.983926521239954,0.6173913043478261,0.7794021287697092,0.6876860549063458,0.9267009434433185,0.5,0.6876860549063458,mcc,0.5
38,train,0.16021448547028738,,,,,,,,,,
38,val,0.2002466795493756,0.9371196754563894,0.9850746268656716,0.5739130434782609,0.7518957222631938,0.6609110867713992,0.9289023111865422,0.5,0.6609110867713992,mcc,0.5
39,train,0.15415781767092754,,,,,,,,,,
39,val,0.2142138577332724,0.936105476673428,0.983926521239954,0.5739130434782609,0.7514574268471899,0.6557800773955177,0.92941646283632,0.5,0.6557800773955177,mcc,0.5
40,train,0.1607142837416606,,,,,,,,,,
40,val,0.21970249216769336,0.9259634888438134,0.9506314580941446,0.7391304347826086,0.8382366270565551,0.6587317043277063,0.9326611091698698,0.5,0.6587317043277063,mcc,0.5
41,train,0.14621378408871458,,,,,,,,,,
41,val,0.17750759928300222,0.9432048681541582,0.9850746268656716,0.6260869565217392,0.785329469128159,0.6989436871910109,0.9338042230319972,0.5,0.6989436871910109,mcc,0.5
42,train,0.15917491449289284,,,,,,,,,,
42,val,0.19623880741199665,0.934077079107505,0.9678530424799081,0.6782608695652174,0.810220245491165,0.6695342855424956,0.9307792142964109,0.5,0.6695342855424956,mcc,0.5
43,train,0.15059512403918585,,,,,,,,,,
43,val,0.18815674044902136,0.9391480730223124,0.9701492537313433,0.7043478260869566,0.8266332426448593,0.6960681225492551,0.9330304996755354,0.5,0.6960681225492551,mcc,0.5
44,train,0.14458696353814215,,,,,,,,,,
44,val,0.19137669959186782,0.934077079107505,0.9667049368541906,0.6869565217391305,0.814913652462272,0.6718181624060166,0.9319922128487994,0.5,0.6718181624060166,mcc,0.5
45,train,0.1544969793448137,,,,,,,,,,
45,val,0.18457199504663205,0.936105476673428,0.965556831228473,0.7130434782608696,0.8297493605889033,0.6864474932328702,0.9321669245744522,0.5,0.6864474932328702,mcc,0.5
46,train,0.14763968147717646,,,,,,,,,,
46,val,0.20024679294026043,0.9391480730223124,0.9804822043628014,0.6260869565217392,0.7834967257450616,0.6794337233006049,0.9243248639744421,0.5,0.6794337233006049,mcc,0.5
47,train,0.1506006557037396,,,,,,,,,,
47,val,0.20493861593676327,0.9381338742393509,0.9885189437428243,0.5565217391304348,0.7417090276753662,0.6640084998143682,0.9241651275395598,0.5,0.6640084998143682,mcc,0.5
48,train,0.14751175868388827,,,,,,,,,,
48,val,0.1904369466399687,0.936105476673428,0.9724454649827784,0.6608695652173913,0.8016605339174385,0.6733811140676927,0.9325363150801179,0.5,0.6733811140676927,mcc,0.5
49,train,0.15299817751532835,,,,,,,,,,
49,val,0.20052394735613652,0.9330628803245437,0.9621125143513203,0.7130434782608696,0.8282681049704717,0.6751559926121898,0.9306993460789698,0.5,0.6751559926121898,mcc,0.5
50,train,0.15418508113243867,,,,,,,,,,
50,val,0.18321678427786664,0.936105476673428,0.9735935706084959,0.6521739130434783,0.7968389603035954,0.6713538277089958,0.933135326710927,0.5,0.6713538277089958,mcc,0.5
51,train,0.14719969017702447,,,,,,,,,,
51,val,0.18221547814278766,0.9401622718052738,0.9724454649827784,0.6956521739130435,0.8224863535203184,0.6981471547043641,0.9357859531772575,0.5,0.6981471547043641,mcc,0.5
52,train,0.14613264690594885,,,,,,,,,,
52,val,0.19219646344441188,0.9290060851926978,0.9552238805970149,0.7304347826086957,0.8353015907841402,0.6660518083113661,0.933265112564269,0.5,0.6660518083113661,mcc,0.5
53,train,0.1425805902785246,,,,,,,,,,
53,val,0.1873795814948198,0.9330628803245437,0.9621125143513203,0.7130434782608696,0.8282681049704717,0.6751559926121898,0.9336045524883941,0.5,0.6751559926121898,mcc,0.5
54,train,0.1468654511425293,,,,,,,,,,
54,val,0.1810872768246499,0.9401622718052738,0.981630309988519,0.6260869565217392,0.7839553132737881,0.6841952723974803,0.9346977487146209,0.5,0.6841952723974803,mcc,0.5
55,train,0.14621863230224416,,,,,,,,,,
55,val,0.19764679652198575,0.9350912778904665,0.9747416762342136,0.6347826086956522,0.786606041194909,0.6630531714391459,0.9343882593720362,0.5,0.6630531714391459,mcc,0.5
56,train,0.1421185582196362,,,,,,,,,,
56,val,0.2027328715453767,0.9300202839756593,0.9621125143513203,0.6869565217391305,0.8129756862172892,0.6565747267263259,0.9317526081964759,0.5,0.6565747267263259,mcc,0.5
57,train,0.14666607945744514,,,,,,,,,,
57,val,0.1859461782277235,0.9300202839756593,0.9586681974741676,0.7130434782608696,0.8267841955583444,0.6642629482799681,0.9323216692457446,0.5,0.6642629482799681,mcc,0.5
58,train,0.13306635611726148,,,,,,,,,,
58,val,0.18987143732622477,0.936105476673428,0.9690011481056258,0.6869565217391305,0.8158809093635325,0.6797348604296197,0.9284979783357461,0.5,0.6797348604296197,mcc,0.5
59,train,0.14083305321949818,,,,,,,,,,
59,val,0.18740568804208937,0.9330628803245437,0.9632606199770379,0.7043478260869566,0.8236932217980191,0.6727186632387222,0.9329755902760446,0.5,0.6727186632387222,mcc,0.5
60,train,0.13081618144367949,,,,,,,,,,
60,val,0.21205211716418818,0.9279918864097363,0.9517795637198623,0.7478260869565218,0.8436620098012059,0.668132622846553,0.9309439424948834,0.5,0.668132622846553,mcc,0.5
61,train,0.1401943120552745,,,,,,,,,,
61,val,0.1813003857814637,0.9401622718052738,0.9758897818599311,0.6695652173913044,0.8083451329358008,0.6924755531117102,0.9303399391004842,0.5,0.6924755531117102,mcc,0.5
62,train,0.13729157311770715,,,,,,,,,,
62,val,0.21190272585978132,0.9279918864097363,0.9529276693455798,0.7391304347826086,0.8392483795395594,0.6653743549933502,0.9332151949283681,0.5,0.6653743549933502,mcc,0.5
63,train,0.1399207264424156,,,,,,,,,,
63,val,0.1839804565477323,0.9401622718052738,0.983926521239954,0.6086956521739131,0.7738939174960373,0.6813856495507319,0.9324364798083162,0.5,0.6813856495507319,mcc,0.5
64,train,0.13965767481996627,,,,,,,,,,
